1531474450,52.2309,0.0676515,22462.4
1531474500,52.2316,0.0646289,21385.1
1531474550,52.2323,0.0626831,20392
1531474600,52.2331,0.0616216,19470.8
1531474650,52.234,0.06139,18611.8
1531474700,52.2347,0.062139,17807
1531474750,52.2353,0.0638731,17050.2
1531474800,52.2357,0.0665023,16335.8
1531474850,52.2362,0.0695944,15659.4
1531474900,52.2369,0.0730068,15017.1
1531474950,52.2376,0.0764949,14405.7
1531475000,52.2385,0.0799443,13822.3
1531475050,52.2395,0.0835058,13264.4
1531475100,52.2406,0.0873078,12730
1531475150,52.2417,0.091999,12217.1
1531475200,52.2427,0.0976779,11724
1531475250,52.2433,0.104184,11249.4
1531475300,52.2434,0.111303,10791.4
1531475350,52.2431,0.118853,10346.6
1531475400,52.2424,0.12673,9913.86
1531475450,52.2412,0.134696,9492.39
1531475500,52.2396,0.142499,9081.49
1531475550,52.2378,0.149834,8680.52
1531475600,52.2359,0.156394,8288.9
1531475650,52.2339,0.16204,7906.13
1531475700,52.2321,0.166753,7531.72
1531475750,52.2306,0.170619,7165.23
1531475800,52.2293,0.173814,6806.26
1531475850,52.2284,0.176527,6454.45
1531475900,52.2277,0.178904,6109.44
1531475950,52.2272,0.181065,5770.93
1531476000,52.2267,0.183087,5438.62
1531476050,52.2263,0.185028,5112.23
1531476100,52.2259,0.186956,4791.52
1531476150,52.2257,0.188859,4476.24
1531476200,52.2254,0.19049,4166.17
1531476250,52.2247,0.191683,3861.11
1531476300,52.2236,0.192429,3560.86
1531476350,52.2223,0.192876,3265.24
1531476400,52.2208,0.193201,2974.06
1531476450,52.2193,0.193468,2687.19
1531476500,52.2179,0.193652,2404.45
1531476550,52.2167,0.193709,2125.7
1531476600,52.2156,0.193663,1850.82
1531476650,52.2148,0.193501,1579.66
1531476700,52.2142,0.19325,1312.11
1531476750,52.2137,0.192974,1048.05
1531476800,52.2133,0.192597,787.368
1531476850,52.213,0.192036,529.962
1531476900,52.2127,0.191386,275.731
1531476950,52.2124,0.190721,24.5809
1531476955,52.2124,0.190668,-0.368208
